20000 200000
17458 9333 157
9333 14292 6584
14292 5079 -7211
5079 7320 4227
7320 9494 1716
5056 5082 5250
5082 13772 1886
13772 10942 -2620
10942 9950 -4218
9950 13310 3687
13310 15464 2935
15464 3445 -3653
3445 9397 5315
9397 16558 -1877
16558 8575 -4009
8575 10342 489
10342 9867 4916
9867 2372 -6983
2372 13696 6961
13696 5096 -1148
5096 4707 2240
4707 5098 -6326
5098 5791 6774
5791 7242 -1983
7242 5056 -6306
5101 5102 275
5102 10253 4767
10253 13750 -4499
13750 9065 8749
9065 4353 -9090
4353 12233 8448
12233 16142 -6514
16142 17449 4414
17449 12875 -2402
12875 5880 1700
5880 16528 -1593
16528 55 3419
55 13388 -1089
13388 14091 -820
14091 14121 -842
14121 17101 2708
17101 5872 -5929
5872 5927 4722
5927 10599 -2298
10599 5101 1404
6756 5122 126
5122 15060 2704
15060 14725 3112
14725 10459 -5888
10459 16359 1731
16359 10865 7372
10865 17705 -457
17705 7628 -3919
7628 7873 -3669
7873 10415 7818
10415 8196 -5920
8196 19142 1168
19142 14567 3098
14567 5135 1497
5135 10969 -342
10969 16668 1404
16668 6574 -4557
6574 5139 4301
5139 19909 -6950
19909 6756 -48
9490 5665 196
5665 646 121
646 9051 4947
9051 10120 -3120
10120 14978 2027
14978 727 -2413
727 8372 2297
8372 50 1597
50 3138 -1342
3138 570 909
570 8370 -2703
8370 14127 6613
14127 18948 -3532
18948 5230 399
5230 9061 -3881
9061 5157 -812
5157 5158 7872
5158 4813 -6580
4813 4739 -1387
4739 9490 4526
8570 15425 4602
15425 6808 -846
6808 6264 4256
6264 6925 -5666
6925 18255 6466
18255 2737 -3538
2737 10815 -1236
10815 5169 2257
5169 5170 1307
5170 12459 -5749
12459 3274 2217
3274 7178 -3447
7178 5645 425
5645 5695 4007
5695 4996 -1363
4996 5783 -75
5783 16158 -1883
16158 1353 -1305
1353 9052 3143
9052 8570 6302
17903 4104 8501
4104 10777 -5571
10777 5587 1370
5587 15739 -3796
15739 8093 4438
8093 19715 -113
19715 2706 1534
2706 19363 -1574
19363 12724 -670
12724 3679 4517
3679 9575 -4619
9575 14883 -1417
14883 5194 3416
5194 19700 -5002
19700 5501 3068
5501 3927 1243
3927 16434 2411
16434 16828 752
16828 15214 -4214
15214 17903 -1727
18967 1700 1677
1700 14237 8205
14237 12627 -5330
12627 3815 1374
3815 5206 2751
5206 17343 -875
17343 8697 -1759
8697 9783 1309
9783 6508 -1762
6508 3960 4300
3960 2172 -9079
2172 1185 7222
1185 2663 289
2663 3185 1368
3185 19314 -4083
19314 5217 4258
5217 15817 -8021
15817 398 4160
398 13859 -2944
13859 18967 862
15728 19995 9119
19995 11018 -695
11018 4520 -4303
4520 856 5132
856 18252 -4553
18252 18538 -3751
18538 14336 8462
14336 7075 -1448
7075 8569 -6237
8569 3157 467
3157 3575 1181
3575 17518 3091
17518 5162 -4847
5162 6188 -1029
6188 3748 8549
3748 19746 -2195
19746 13411 2501
13411 15037 -3339
15037 3072 2757
3072 15728 -2024
2465 7559 1612
7559 4213 2749
4213 17952 -1812
17952 16750 -2305
16750 14901 7667
14901 5479 325
5479 12056 -8117
12056 274 177
274 16545 1809
16545 9670 6487
9670 1683 -8570
1683 14429 9171
14429 19538 -4598
19538 16738 -3231
16738 12295 2721
12295 3363 1993
3363 7277 -1199
7277 5259 2187
5259 1397 -4184
1397 2465 1504
13618 2893 1422
2893 12914 4553
12914 14748 646
14748 8970 -873
8970 14553 3839
14553 15226 -4828
15226 17248 -609
17248 5269 2150
5269 15943 -3281
15943 4630 1825
4630 18382 74
18382 3125 -4150
3125 6945 8495
6945 5275 -43
5275 17075 -9025
17075 5277 7049
5277 741 -4988
741 19833 3614
19833 2619 -1890
2619 13618 -680
10214 9892 117
9892 15276 5501
15276 12262 -1126
12262 853 -2355
853 18140 -1066
18140 16087 815
16087 5288 7646
5288 7879 -7674
7879 3552 922
3552 10291 -1988
10291 19707 3042
19707 201 709
201 2298 1953
2298 3666 2982
3666 3922 -58
3922 4878 -2874
4878 13482 2369
13482 17721 435
17721 13864 -6897
13864 10214 4591
5301 18718 7700
18718 6980 -3717
6980 19111 5964
19111 3728 -624
3728 7346 -7393
7346 16834 3603
16834 11475 -1471
11475 5309 2742
5309 583 2135
583 11505 -6051
11505 10593 5571
10593 15847 -1082
15847 13099 2410
13099 5315 97
5315 10007 -4391
10007 4686 2557
4686 5318 256
5318 16271 -5301
16271 17780 1030
17780 5301 -1689
40 9994 344
9994 16208 9499
16208 13228 -4258
13228 5325 -4613
5325 17184 717
17184 5327 -105
5327 6619 487
6619 15620 1156
15620 14775 5662
14775 14758 -1324
14758 14249 1595
14249 11232 697
11232 5334 -6839
5334 1579 4612
1579 5336 -4883
5336 7421 6315
7421 7958 -7936
7958 19838 7104
19838 5340 -1991
5340 40 1919
4 2572 900
2572 18213 2283
18213 19161 -2077
19161 6312 702
6312 8435 7300
8435 5854 295
5854 14581 -2358
14581 1268 -6201
1268 1140 1404
1140 14045 2795
14045 9458 2207
9458 19362 -491
19362 5354 2936
5354 10833 -7779
10833 5356 3675
5356 13069 -1316
13069 13913 1489
13913 16600 -2990
16600 167 7220
167 4 -5403
1468 5362 6258
5362 13941 -715
13941 5364 1394
5364 18134 -1388
18134 6413 936
6413 19419 -4784
19419 12633 1570
12633 9351 6418
9351 15099 -6273
15099 13856 -1177
13856 13289 5187
13289 19072 -4761
19072 5374 927
5374 3199 5205
3199 19748 -5249
19748 3231 1050
3231 18029 -1600
18029 9905 1898
9905 5380 -3668
5380 1468 4392
13095 5408 8795
5408 3480 -6408
3480 2170 2171
2170 12846 -244
12846 8600 1835
8600 13016 -863
13016 18477 -5167
18477 8531 9203
8531 15334 -8182
15334 12670 -746
12670 19941 5228
19941 9498 -2933
9498 15527 7193
15527 13667 -8050
13667 2003 4877
2003 16146 245
16146 6724 203
6724 3983 -2404
3983 5400 -1616
5400 13095 1513
14243 7884 9485
7884 517 -6125
517 5404 1762
5404 3463 1462
3463 13686 2881
13686 845 -6500
845 1926 1046
1926 5409 3915
5409 9753 -3507
9753 1609 1596
1609 2574 -372
2574 9373 -1248
9373 14939 2169
14939 15606 1094
15606 6972 -4273
6972 6468 2888
6468 14401 -4126
14401 5419 -390
5419 15674 6962
15674 14243 -6890
12026 14710 4864
14710 16254 -1805
16254 18862 3788
18862 11687 -5060
11687 5214 1221
5214 4743 3726
4743 4782 174
4782 5429 -4371
5429 13848 2012
13848 7717 2105
7717 1112 -2504
1112 18399 5225
18399 7835 -3345
7835 1150 2327
1150 6886 -1680
6886 4847 -5946
4847 1196 9113
1196 17266 -3782
17266 5440 666
5440 12026 -5633
12019 18545 3898
18545 15989 -405
15989 10601 3802
10601 755 -72
755 10179 1381
10179 5209 -769
5209 5448 -6593
5448 4024 5524
4024 12650 -4803
12650 4991 922
4991 15614 1334
15614 10 1980
10 2442 1068
2442 566 -5190
566 8149 5150
8149 15713 -5399
15713 18047 3897
18047 10152 -1079
10152 5460 -3316
5460 12019 1896
5461 11605 8009
11605 12771 -1700
12771 5464 -4962
5464 846 -1046
846 4914 166
4914 2948 3383
2948 8492 -3176
8492 2646 5442
2646 13112 3865
13112 5471 -6259
5471 5472 2279
5472 4551 245
4551 9357 407
9357 14428 -4505
14428 13394 1340
13394 5477 4478
5477 13478 606
13478 14986 -3695
14986 16431 4431
16431 5461 -6754
16601 10506 2743
10506 5650 2051
5650 14947 -1274
14947 10816 -2211
10816 4484 8682
4484 498 -754
498 4828 -5500
4828 8280 5704
8280 5490 -4684
5490 10238 4677
10238 14313 -5789
14313 5493 3152
5493 14518 -2818
14518 9730 294
9730 3207 1087
3207 15658 -1813
15658 4950 3747
4950 3514 -882
3514 4904 -1354
4904 16601 89
234 6486 4425
6486 19981 2489
19981 5504 -4115
5504 19683 5103
19683 11391 -3566
11391 19858 3193
19858 7434 -5246
7434 13867 -54
13867 14189 1376
14189 5511 574
5511 17956 5596
17956 3239 -4358
3239 5514 4498
5514 10483 -7430
10483 5516 -1729
5516 17700 7622
17700 17879 -3459
17879 2960 -1365
2960 11874 -1731
11874 234 -801
19164 14658 9676
14658 15163 -6458
15163 12812 5096
12812 13402 -6650
13402 3660 8152
3660 1783 -2516
1783 5528 -2611
5528 17454 4145
17454 4615 -7915
4615 3131 5097
3131 8002 -561
8002 17001 -4914
17001 5744 537
5744 2073 2622
2073 6211 -17
6211 10939 1447
10939 12885 -3251
12885 11418 412
11418 16955 -412
16955 19164 -1670
4608 598 8813
598 5064 -7813
5064 5431 303
5431 12829 5297
12829 12716 -2176
12716 19614 -2404
19614 10441 4363
10441 11519 -500
11519 9200 3917
9200 19066 -2326
19066 9322 -2617
9322 19134 -4775
19134 13645 5969
13645 6138 -2246
6138 13656 -2388
13656 5921 -1073
5921 8258 7716
8258 5105 -2140
5105 5434 3072
5434 4608 -5026
12972 2881 2433
2881 1350 -933
1350 13880 483
13880 2776 2187
2776 7058 -2364
7058 9099 -971
9099 19840 7418
19840 5569 -4640
5569 5570 4684
5570 18052 -5620
18052 5743 2645
5743 5573 3531
5573 7081 -7892
7081 2943 3218
2943 1491 598
1491 3611 1624
3611 8425 -1313
8425 5579 -51
5579 14087 3498
14087 12972 -2176
3539 2438 254
2438 5821 5859
5821 14024 -3675
14024 8374 6384
8374 5586 -474
5586 5889 -5279
5889 13538 -546
13538 1656 1730
1656 15136 -2543
15136 3673 -1532
3673 5592 3736
5592 12068 -478
12068 2218 5985
2218 14118 -3942
14118 5596 -140
5596 8061 1295
8061 10466 -2222
10466 10173 -3894
10173 13197 7658
13197 3539 49
13766 4951 2626
4951 13288 5196
13288 6764 -4949
6764 4657 -273
4657 17877 3966
17877 14931 -2763
14931 4677 170
4677 1002 2115
1002 6401 3030
6401 4695 -16
4695 1213 -7872
1213 13807 4828
13807 5253 2788
5253 1651 -1178
1651 14557 -3581
14557 5617 -1924
5617 7057 -1283
7057 5619 75
5619 19915 8947
19915 13766 -2752
7166 19323 9315
19323 5623 -5815
5623 2773 -1289
2773 17863 4547
17863 2969 -4585
2969 16887 3092
16887 1587 3893
1587 5629 -3336
5629 15851 1823
15851 15384 -5776
15384 6429 5857
6429 18745 -5804
18745 11927 4876
11927 17944 1070
17944 12009 -6728
12009 3333 5853
3333 17063 -5184
17063 1284 -15
1284 4022 1264
4022 7166 4405
7021 3419 4001
3419 19027 5060
19027 5644 -1042
5644 822 -2228
822 11454 -3737
11454 10008 4580
10008 16061 2550
16061 1053 -5815
1053 5097 5864
5097 12226 -6601
12226 10266 1987
10266 18945 1706
18945 10052 -4316
10052 10365 7773
10365 12396 -6939
12396 15031 -1468
15031 5658 2807
5658 19768 5160
19768 515 -2520
515 7021 1143
14093 17094 4017
17094 2587 1826
2587 17881 -1902
17881 17313 -167
17313 7246 5374
7246 5667 -108
5667 16517 -7695
16517 11152 7622
11152 17632 -2227
17632 5671 1352
5671 16925 -6859
16925 3358 5804
3358 7249 -1270
7249 17541 -1849
17541 7828 3349
7828 12110 -1124
12110 14762 -3841
14762 5679 -332
5679 5680 5052
5680 14093 -544
5681 3219 8509
3219 3046 -5516
3046 7526 -992
7526 10325 1328
10325 5686 -945
5686 15127 6899
15127 17384 -3027
17384 6795 3446
6795 723 -2769
723 10158 -505
10158 10060 -1850
10060 9202 3310
9202 7651 -2235
7651 9600 -3579
9600 12252 -459
12252 11720 -1423
11720 5698 1163
5698 12007 1378
12007 5700 6299
5700 5681 -5975
14316 18586 5990
18586 5039 3179
5039 17660 479
17660 19407 -27
19407 5706 -2797
5706 19541 1174
19541 14483 1752
14483 18741 -5507
18741 9056 1569
9056 13287 -1217
13287 3968 4396
3968 7138 -2145
7138 1987 -530
1987 7844 1323
7844 5779 795
5779 5717 -1737
5717 2854 -3437
2854 8210 2126
8210 5720 3413
5720 14316 -1112
730 5722 3587
5722 14838 -3141
14838 1446 9028
1446 5231 -245
5231 3478 -1593
3478 11328 -5554
11328 15790 4410
15790 16076 -4174
16076 14992 3319
14992 5731 -1120
5731 17611 4909
17611 5733 -5054
5733 412 282
412 5735 2232
5735 12335 69
12335 9896 2507
9896 11170 -6404
11170 5739 1489
5739 13655 -2158
13655 730 2787
5852 5742 7900
5742 3203 -6550
3203 7159 812
7159 13997 -1025
13997 7673 804
7673 1116 2025
1116 12834 5757
12834 12756 -2079
12756 9791 1358
9791 2386 -5254
2386 12546 -1844
12546 5753 1441
5753 10676 -740
10676 19987 7283
19987 12892 -2641
12892 16703 -4209
16703 11732 2349
11732 19618 -3456
19618 312 3539
312 5852 -4399
956 11325 622
11325 5643 -66
5643 2876 191
2876 19425 7762
19425 523 -1369
523 2799 -3435
2799 3994 1919
3994 19077 3800
19077 10433 -2691
10433 5771 1638
5771 1732 -6672
1732 9252 7914
9252 1840 -1270
1840 5775 627
5775 15709 -8013
15709 7072 7581
7072 5778 1155
5778 19928 -738
19928 8708 -713
8708 956 -3643
8722 1120 4390
1120 10774 -2080
10774 4670 5643
4670 6344 -1029
6344 5786 -4537
5786 16221 -1087
16221 17871 3253
17871 19512 4517
19512 16705 -3726
16705 3483 3042
3483 5792 -5134
5792 11866 6630
11866 8533 -6547
8533 5795 4340
5795 1124 -5967
1124 16102 7199
16102 5047 487
5047 17045 -2602
17045 12886 122
12886 8722 1048
285 15454 645
15454 9517 5900
9517 12536 -2608
12536 19706 5816
19706 14359 -8816
14359 2005 2198
2005 3936 -2205
3936 5809 5949
5809 12052 -1102
12052 1575 3924
1575 7368 -6990
7368 4174 1684
4174 12938 -2812
12938 15880 -716
15880 12706 2624
12706 3981 4920
3981 5818 -7160
5818 14745 2933
14745 18613 -2676
18613 285 3970
18208 16797 6599
16797 13043 -5568
13043 4550 5359
4550 13849 2523
13849 17349 -5670
17349 9046 -2325
9046 2964 185
2964 4165 -995
4165 5830 6890
5830 6443 -1881
6443 18423 -2231
18423 1000 1939
1000 5834 4656
5834 3742 -2434
3742 5836 -520
5836 5837 -1060
5837 5838 -5184
5838 11684 5372
11684 17885 3029
17885 18208 -6161
15500 14902 4312
14902 3049 -2643
3049 8815 4956
8815 2580 -2591
2580 736 4638
736 13385 -7271
13385 5848 40
5848 10330 8140
10330 13718 -5062
13718 18595 4872
18595 3267 -3664
3267 17459 1305
17459 17043 -5595
17043 3078 1687
3078 1550 2487
1550 2702 -2861
2702 14465 889
14465 6696 4813
6696 7142 -4856
7142 15500 -779
5861 5483 7332
5483 7177 -1218
7177 5864 1847
5864 990 -7018
990 7067 706
7067 6098 -1255
6098 17980 -213
17980 19168 8636
19168 12055 -3024
12055 12814 -1450
12814 18794 -1200
18794 9174 2849
9174 3811 220
3811 16441 -201
16441 806 -4014
806 1543 3998
1543 16511 1530
16511 14865 2333
14865 17968 -7610
17968 5861 6469
17480 17339 6854
17339 9571 1234
9571 16310 -7893
16310 16478 1752
16478 11413 -983
11413 5887 5313
5887 5132 2735
5132 4902 -420
4902 10451 -1520
10451 5891 1900
5891 14532 -7261
14532 18223 -194
18223 17148 3769
17148 18506 -2172
18506 6061 -2336
6061 5897 -216
5897 2768 -536
2768 4556 1933
4556 4558 3159
4558 17480 -1861
17361 5902 2966
5902 15460 1432
15460 8268 1051
8268 5905 -1033
5905 18966 1810
18966 18470 -3969
18470 17629 4015
17629 11120 -1667
11120 5910 4657
5910 19672 -9225
19672 5912 4743
5912 4781 -4216
4781 2069 6359
2069 5915 -5161
5915 2755 3265
2755 12091 4629
12091 5918 -3678
5918 16226 1705
16226 19469 428
19469 17361 -4623
5557 5922 2783
5922 11299 4574
11299 5924 -305
5924 9063 -3018
9063 7745 -3116
7745 9906 2886
9906 5928 1342
5928 10961 -1506
10961 14859 -251
14859 14200 1005
14200 13252 -1110
13252 6352 -2894
6352 4827 5571
4827 17925 1815
17925 19207 1859
19207 11554 -6353
11554 13518 -2024
13518 19383 -1089
19383 2425 4703
2425 5557 1446
14207 4394 1425
4394 6358 4818
6358 3756 -5085
3756 17558 -1056
17558 12630 4856
12630 5947 -830
5947 13949 1909
13949 2066 -4262
2066 10657 6803
10657 17365 -3233
17365 19794 -1689
19794 7234 463
7234 9475 818
9475 16402 1495
16402 2315 740
2315 1774 -775
1774 14583 -1929
14583 641 -316
641 12529 2331
12529 14207 -1746
141 5962 3226
5962 4354 -596
4354 645 6139
645 1072 -5316
1072 14287 4186
14287 8163 157
8163 6034 -1320
6034 6238 -3845
6238 16976 3009
16976 15536 2014
15536 9874 -1386
9874 4856 1812
4856 5974 -4324
5974 10064 -1212
10064 2772 1431
2772 2795 -148
2795 19737 4036
19737 3449 -4016
3449 7523 2413
7523 141 -590
12906 15815 2137
15815 7034 3282
7034 419 921
419 15893 -5432
15893 5986 5783
5986 6626 633
6626 5988 -1682
5988 11982 3493
11982 19065 -936
19065 16247 -2599
16247 11056 673
11056 2785 -3641
2785 5994 3922
5994 1729 -5414
1729 15348 3200
15348 14833 3692
14833 5998 -2589
5998 9809 3104
9809 17702 -6279
17702 12906 6362
8571 2851 4379
2851 10132 -2052
10132 14421 6518
14421 383 -8805
383 19106 7870
19106 4634 -4544
4634 10864 3700
10864 11310 -3404
11310 6010 1795
6010 16251 -833
16251 3709 -2793
3709 10758 5698
10758 6014 -2250
6014 6015 -564
6015 7893 -3025
7893 18373 -1018
18373 3804 6968
3804 6019 -2437
6019 6020 -2569
6020 8571 6003
8667 10188 4319
10188 1449 -3459
1449 626 23
626 6320 4206
6320 2712 2239
2712 17181 -7216
17181 11711 8896
11711 19815 -7528
19815 13150 4633
13150 288 522
288 15312 -1547
15312 12487 2325
12487 6176 -3982
6176 7015 233
7015 4387 3040
4387 3950 -5676
3950 16467 8415
16467 9574 -6457
9574 6040 2932
6040 8667 -728
6041 14187 4693
14187 12382 3073
12382 15088 1668
15088 12516 -226
12516 12094 -8003
12094 6047 -514
6047 875 4991
875 5282 2222
5282 5800 -2983
5800 1573 -4849
1573 4595 3287
4595 6053 2178
6053 19313 1153
19313 18701 -3480
18701 1833 -2719
1833 6057 2970
6057 11879 2224
11879 18230 -4418
18230 6060 5806
6060 6041 -5820
5411 19146 8459
19146 12981 339
12981 12064 -5720
12064 9558 6354
9558 6969 -4322
6969 19126 -4116
19126 3297 5404
3297 6069 -3882
6069 7444 5092
7444 7187 -5685
7187 8158 2714
8158 6073 3617
6073 18657 -835
18657 8825 1462
8825 212 -1507
212 18437 359
18437 6078 -3856
6078 2401 -3158
2401 2672 5872
2672 5411 2878
12776 3612 7062
3612 4196 -2068
4196 2904 -945
2904 16956 1367
16956 6086 -4421
6086 15383 2971
15383 13925 -2016
13925 3059 5863
3059 18385 -4998
18385 11340 3290
11340 19301 -1530
19301 3021 -1662
3021 19649 3905
19649 18123 -4345
18123 10875 583
10875 6097 5160
6097 15219 1407
15219 8980 -527
8980 13704 -3332
13704 12776 -535
5048 3554 7454
3554 7255 -1235
7255 11793 -939
11793 3134 -2308
3134 7612 2842
7612 5911 -3447
5911 17498 -1029
17498 6109 8037
6109 2000 -1181
2000 204 1665
204 3706 -1664
3706 15051 -6125
15051 6114 7841
6114 6042 -4428
6042 1267 3336
1267 2811 643
2811 8326 -1890
8326 16444 1512
16444 11060 -3740
11060 5048 -3599
1940 9214 5899
9214 153 3297
153 2044 -5082
2044 8271 1653
8271 9359 2316
9359 11553 -6564
11553 13258 986
13258 6129 4633
6129 6130 -2102
6130 6715 -5034
6715 11640 4759
11640 18371 -3245
18371 4216 6158
4216 13821 1127
13821 3003 -1189
3003 10421 1540
10421 7897 -5346
7897 11123 1893
11123 11946 -2368
11946 1940 -1627
15813 3121 1171
3121 6143 8603
6143 19848 -6932
19848 1846 -641
1846 19679 5630
19679 13955 -1073
13955 2616 -2619
2616 10667 -1862
10667 15609 1362
15609 10607 1902
10607 17887 1344
17887 6153 -446
6153 9683 1510
9683 8897 -2744
8897 11852 492
11852 6157 -5529
6157 5542 9566
5542 8466 -3717
8466 17337 687
17337 15813 -2224
4431 9227 9096
9227 6163 -7781
6163 14521 2413
14521 6165 5043
6165 12648 -8618
12648 17843 686
17843 9786 8730
9786 6930 -6797
6930 326 733
326 9478 5995
9478 11783 -1301
11783 17078 -820
17078 6174 -4733
6174 9595 -2420
9595 8773 7468
8773 19678 -5623
19678 14646 5180
14646 2747 -2311
2747 7049 -1338
7049 4431 -43
16609 5523 1717
5523 12502 878
12502 668 5145
668 14144 -6077
14144 16627 716
16627 2477 4175
2477 12605 1344
12605 1286 -2442
1286 4841 -2824
4841 3930 6987
3930 17034 -2690
17034 19691 -3843
19691 8833 2537
8833 5636 644
5636 6835 3587
6835 6197 -2372
6197 1993 1314
1993 6199 -8050
6199 7235 2617
7235 16609 2627
6390 353 5067
353 16492 -4417
16492 3096 6270
3096 15180 2909
15180 1751 -186
1751 411 -4877
411 6208 -3452
6208 11247 8676
11247 11590 -9941
11590 7532 5642
7532 17895 3965
17895 5855 -9215
5855 15566 1831
15566 10933 6487
10933 18753 -2090
18753 14952 2286
14952 9363 -8503
9363 6219 3429
6219 6220 3580
6220 6390 -1169
6221 16220 1729
16220 3412 4913
3412 17345 -3946
17345 18128 -12
18128 6226 -2506
6226 17335 7492
17335 15157 -7104
15157 8470 3724
8470 8390 -3573
8390 13673 3242
13673 16507 5758
16507 5575 -5504
5575 722 -449
722 8116 2481
8116 13561 -3405
13561 6237 284
6237 7257 6595
7257 1469 -6107
1469 11206 4182
11206 6221 1546
19868 6242 779
6242 14555 4833
14555 685 1603
685 17713 -1000
17713 16695 -863
16695 6651 -2749
6651 13986 -252
13986 733 2189
733 15899 1471
15899 6251 -3512
6251 18343 -1228
18343 19229 331
19229 1430 6730
1430 18778 -3155
18778 5113 336
5113 11557 2153
11557 7286 -5914
7286 5975 39
5975 17628 3560
17628 19868 -2008
6182 6262 966
6262 6263 3295
6263 9723 3243
9723 7336 -5762
7336 13250 5864
13250 16138 -5269
16138 7105 3843
7105 3440 -3503
3440 1577 962
1577 3477 4127
3477 8339 -1998
8339 12460 -1847
12460 12991 -2374
12991 5966 7532
5966 14075 -3046
14075 14252 790
14252 19235 309
19235 6279 -1061
6279 8386 2674
8386 6182 -471
9240 1403 2239
1403 15647 -1410
15647 19156 717
19156 14754 2503
14754 10624 3987
10624 19836 -510
19836 6288 -870
6288 1092 -711
1092 12097 3013
12097 6915 -8133
6915 8989 6876
8989 6819 -1560
6819 12099 -4053
12099 7932 1141
7932 16046 639
16046 7001 3921
7001 9521 -6851
9521 2051 6771
2051 14145 2274
14145 9240 -4379
16503 10332 9042
10332 1022 -1310
1022 2147 -2786
2147 11745 -534
11745 10300 -3120
10300 8088 4177
8088 14188 4247
14188 14381 -507
14381 1145 -1000
1145 6311 -5765
6311 12512 1014
12512 16633 -2468
16633 7746 4879
7746 3130 -1072
3130 11457 2191
11457 3356 -5564
3356 14352 7502
14352 6269 -4508
6269 19952 646
19952 16503 -3488
7907 3442 4187
3442 15439 4806
15439 4956 -6065
4956 17068 1227
17068 5281 3986
5281 1251 -5258
1251 14511 6302
14511 9535 -7444
9535 15048 1307
15048 154 6912
154 11864 -2093
11864 12336 -4419
12336 7543 -1039
7543 16702 3670
16702 13205 3869
13205 8281 -1233
8281 7371 -5171
7371 2171 3761
2171 3733 1593
3733 7907 -5944
9411 6771 6693
6771 2729 2774
2729 10868 -6501
10868 2657 148
2657 6346 6377
6346 335 -6702
335 6348 4806
6348 15676 -637
15676 9526 -5624
9526 13268 7844
13268 8498 -7757
8498 5961 4197
5961 3457 -3758
3457 6602 397
6602 3530 549
3530 6357 4093
6357 2784 -304
2784 18833 -2071
18833 17142 -224
17142 9411 -2697
